galaxies_lens_model_2_mass_centre_0,galaxies_lens_model_2_mass_centre_1,galaxies_lens_model_2_mass_slope,galaxies_lens_model_2_mass_elliptical_comps_0,galaxies_lens_model_2_mass_elliptical_comps_1,galaxies_lens_model_2_mass_einstein_radius_value,galaxies_source_model_2_light_centre_0,galaxies_source_model_2_light_centre_1,galaxies_source_model_2_light_elliptical_comps_0,galaxies_source_model_2_light_elliptical_comps_1,galaxies_source_model_2_light_intensity_value,galaxies_source_model_2_light_effective_radius_value,log_likelihood,log_prior,log_posterior,weights
0.7935624390755892,0.3514605513847525,2.9673735294679595,0.6006568922719293,-0.6900645016264862,1.0037889692617263,0.0633498002340938,0.07898657528445226,0.0838403995464563,-0.28393894334067693,0.2629756611619109,5.501302087066997,-67839834.7657863,18.858124786191045,-67839815.90766151,0.0
0.013224239139922723,0.31063165391127623,1.8308126942132796,0.013450913032258122,0.06894101559891483,0.8414674597742633,0.12494163322890783,0.03404387438259797,0.020830377826316228,0.08535251881330584,0.20823436069104878,3.1750237870418663,-51977835.91131999,3.6372250925347513,-51977832.2740949,0.0
-0.0876834587807727,0.30461801579828734,2.3752084502407813,0.3676300386375147,-0.07865888242405854,0.8894584179216326,0.11934255270875632,0.13049881996194182,-0.16589576965725583,-0.37855685917169063,0.20900525285912958,3.700638879720192,-43531963.86190151,6.76354288826901,-43531957.098358616,0.0
-0.6828323789516956,-0.19141524220809117,2.787193973913319,-0.015571806707882163,-0.3591303158311902,1.0163066366845384,-0.004103495811021887,0.05624941828873053,0.299968546471806,-0.18637914922813026,0.19079141934688748,4.756384556113456,-38498175.46700032,10.248186307900536,-38498165.218814015,0.0
0.12355130391321613,-0.5411397543480371,2.033395927095782,-0.025373215775283814,-0.09224936153216279,0.7778611160953901,0.08482412567899189,0.17283594857035345,0.3679425051667393,-0.47843784532350725,0.25692099878184843,2.9172680803312496,-37617342.11747773,10.6613633735178,-37617331.45611436,0.0
0.15413396074896396,0.38502692051276205,1.8252494482256705,0.20920305866323824,0.10823217456984535,1.0179213095987512,0.0683284838909422,0.1982160301087838,0.015359285623946069,0.39486966155842357,0.18828748302092055,1.5455271159356816,-29259412.762019344,6.428344000353842,-29259406.333675344,0.0
0.5639661500507174,0.29143097688974273,1.5488659877843665,0.29524755729806296,0.26254439610857555,0.8939823037012367,0.08202000657892962,0.06567503584422647,0.2227016300799974,-0.051114546788757376,0.1720836094355665,2.4315328481239744,-25949675.501132406,4.573415907723885,-25949670.927716497,0.0
-0.08741554349346446,0.15079456273782532,1.6387677409587935,0.28328243279971854,0.08736927613464318,1.251230344684645,0.06632304789756738,0.0709552771970778,0.2796083311395562,-0.19089212469343425,0.17672701025595783,1.7383440847029359,-25042928.156440683,2.383043178800168,-25042925.773397505,0.0
-0.02793484596781927,0.020895799997507417,1.7275847627285503,-0.08955073562138482,0.19147739752930773,0.9803770835989081,0.02262799066837585,0.16078432621627625,0.04895811728220299,-0.15688204938678604,0.13993543915054882,2.021360218111512,-19800104.080416325,3.9071482410661136,-19800100.173268083,0.0
0.232021464552497,0.35544125706801505,2.825439665516381,0.307429272723168,-0.09040518455417566,1.0710817894230882,-0.005377517227538486,0.0565017262839319,-0.021988743064289107,-0.15496883258638683,0.13683205580260627,4.595984612654806,-18058674.473867416,5.881387820731366,-18058668.592479594,0.0
-0.19765893321808778,-0.1240841919976986,2.481518958548233,0.20092423340631899,0.08850884422805425,0.30980598906098555,0.00889037886495024,0.11229920449646001,-0.22442775373912652,0.07721834920030368,0.1897984526421595,1.8703845255556646,-16807828.90373793,7.32702974273263,-16807821.576708186,0.0
0.0589680778161044,-0.07405803326880077,1.5159320022105003,0.14424218562306435,0.26210804370895663,1.2190355607558703,0.06731956379075618,0.08966944678591153,0.4671590464839033,0.2626220466570375,0.15136465008107552,1.9375055190775552,-16189151.538422016,4.447631737649619,-16189147.09079028,0.0
-0.19998360374428423,-0.43660168442553526,2.1793596911512667,0.17308005233014762,0.10679943470591091,0.9109789200976042,0.16171961409769875,-0.010108783253535078,0.11361159298729792,0.3306633448444407,0.12064819388109509,4.122634654078007,-14607829.316474989,7.870942318953188,-14607821.44553267,0.0
0.25040390969479476,0.23628798810132462,2.9342100734838286,0.3618120286272214,-0.15953760455172153,0.9071234093149383,0.06681332425492226,0.07648722178093774,-0.1782085993628598,0.26824551751487796,0.21634176379275405,1.291409308163467,-14530361.181145083,4.114083279180048,-14530357.067061804,0.0
0.4018682996927281,0.2264545734925307,1.664968931268686,-0.15595636074978947,-0.01416633326325251,1.6068726105566515,0.06338827659636029,0.05042159801850973,0.23001310731218744,-0.09945434569859551,0.18891034354678982,1.1219499233122037,-14516076.59971241,6.0409862592364005,-14516070.55872615,0.0
-0.016772638998849464,0.04652157905361465,2.148236795666479,0.444987537507212,-0.14993136799988455,0.6115412326063625,0.1110561612158015,0.0549893106514425,0.06611731349575903,-0.211329378507859,0.22498053837153453,0.7316293812045747,-13796382.981241029,4.312916635521895,-13796378.668324394,0.0
-0.19544343837677666,0.044551842890459645,1.8477869039640475,0.10970374175486435,-0.0008492235144190333,1.0710466620689691,0.03141517996428801,0.14746034947538947,0.05656562836021247,0.327614281463629,0.22930322570213457,0.6212658755700813,-13079960.518074246,3.8114184680473824,-13079956.706655778,0.0
-0.15556974640958654,-0.34865448614863853,2.333592031509151,0.2184911676085814,0.012410513243013278,1.3054489547963593,0.11552116699651624,0.10971132415859608,0.3596803786251447,0.16640458479165482,0.2425807805515165,0.7908196243322473,-12188678.855812177,4.4045625719960935,-12188674.451249605,0.0
0.23691285943698873,-0.027654640763771537,2.821994805123915,-0.09332591394267814,0.05172088507632738,1.330862621654282,0.137853043694512,0.041181473443329605,0.00202370226555057,-0.19575660845176002,0.20815046294563946,0.7237927862352228,-11790507.336519122,3.8823439550982717,-11790503.454175167,0.0
-1.0340667854788634,-0.08715540352089901,2.604423503896364,-0.031648642171912544,0.1836345593593023,1.1723069398938526,0.14142980149311515,0.0005636365805256061,-0.047092725298738244,-0.23047391866283895,0.11039489519020881,5.2222776910508015,-10696348.081632491,13.182636395089178,-10696334.898996096,0.0
0.08699645559226842,0.11605578888932544,1.8757175808566116,0.21968919959875144,0.10709334928453386,1.1003679909553776,0.18891293894753958,0.08670967139976182,0.32585190677552367,-0.1896993210694433,0.0941314952204218,3.280425243119937,-9605786.00574949,5.446459330535522,-9605780.55929016,0.0
0.09543485826326338,-0.36080869086355133,2.195612446640958,0.18590939414745927,-0.021852540764566122,0.5803535024023987,0.05290725928606006,0.05991248774317126,0.15197414343380833,0.0508505675591133,0.13324798437638397,1.7210290431842372,-9190190.040130798,2.9144337953934105,-9190187.125697002,0.0
-0.6382454178762395,-0.3675173021393974,2.779892367047178,0.284398565493091,0.1149648598182915,1.3575531591910486,0.044539283852050346,0.04939777420696406,0.04966493092049684,-0.061528731514942966,0.10894372001788383,3.9164155671608527,-8918554.50415219,6.650166235873894,-8918547.853985954,0.0
0.16852905082707115,-0.5169627060092139,2.8138961668253137,-0.29503418837047496,0.0870733132554462,0.898060057145043,0.017575373977967948,0.026311443869574194,0.3517520655157085,-0.20604083019374222,0.16158865444139323,1.6370317518339146,-8850429.000402845,7.4820799193901495,-8850421.518322926,0.0
