galaxies_lens_model_1_mass_elliptical_comps_0,galaxies_lens_model_1_mass_elliptical_comps_1,galaxies_lens_model_1_mass_einstein_radius_value,galaxies_source_model_1_light_centre_0,galaxies_source_model_1_light_centre_1,galaxies_source_model_1_light_elliptical_comps_0,galaxies_source_model_1_light_elliptical_comps_1,galaxies_source_model_1_light_intensity_value,galaxies_source_model_1_light_effective_radius_value,log_likelihood,log_prior,log_posterior,weights
-0.18294201811192234,0.9081395244884813,2.422123612963017,-0.23062787339093205,0.2576656450740286,0.21322635237643617,-0.5418354313499536,301005.01445227495,20.67221280754881,-1.499779001590439e+20,0.66434110351623,-1.499779001590439e+20,0.0
-0.7596761742047515,0.6647342017823488,2.1473726934406034,0.3640014015245753,0.26143586151806797,0.37236925757406714,0.8808500249477456,258510.6818590759,22.113075755605063,-7.549536816739538e+19,1.1158134794207135,-7.549536816739538e+19,0.0
-0.6172425543750739,-0.9378860060073402,2.7783143310105287,0.234986604385224,0.15671299039605419,-0.8806006903424393,-0.5735970705407536,953562.7114283926,7.778716564052713,-6.4361693686957834e+19,0.4432103020285673,-6.4361693686957834e+19,0.0
0.5936966158761305,-0.4941846855316594,0.3051351948086388,0.17802588552005502,-0.00998830401268314,-0.5843958806222358,-0.9273548513683694,366347.03859122365,25.034803828909375,-5.060899469270741e+19,0.17663040816469777,-5.060899469270741e+19,0.0
0.2126217309319034,0.736167427544548,1.699062006326163,-0.5563421895326013,0.2747258089948702,0.36450844702798224,-0.010922042529032394,96760.49536612011,14.742139629963663,-1.5328266403692196e+19,2.1388486791396173,-1.5328266403692196e+19,0.0
-0.6357851827161765,-0.011028916805111422,2.933501773302721,0.034716776874173814,0.1936133637424087,-0.33985196191358247,0.20505019777015265,91107.5542890956,22.31774692191486,-1.3119502246700626e+19,0.21496313835036093,-1.3119502246700626e+19,0.0
0.02636254634964419,0.8580111469777765,1.7665831893098245,-0.08038076899682543,-0.22854331045462412,0.00101827814070643,-0.21087314465547968,85909.33061318024,4.627555552686397,-9.529019540775404e+18,0.32608448894627123,-9.529019540775404e+18,0.0
-0.8689686149447184,0.20333508553233948,0.5942986628520428,0.1333295261734397,0.2737986854564874,-0.6392883763220405,0.9332355338111376,80584.84388626833,19.514624368515378,-1.9664461116863747e+18,0.515248424322093,-1.9664461116863747e+18,0.0
-0.5117470569252742,-0.7649422568571325,1.296584645059105,0.27346847862372226,-0.26647975688957076,0.4149788606599756,-0.5275484277218332,90453.75843950758,1.0938555512277925,-1.8392013697710031e+18,0.8099914422208933,-1.8392013697710031e+18,0.0
0.07244283763864723,0.9379811143369619,0.0830949019143582,-0.0182131694111061,-0.13130061178536595,-0.44493757931771927,-0.9071033661851671,36089.957007125384,7.125769920631434,-8.371945306355197e+16,0.09764754295734775,-8.371945306355197e+16,0.0
0.24809653890086159,-0.7522532322884194,0.4109685830600468,0.17070727082890938,-0.46227369981983957,-0.348269498329034,-0.2711189586880065,6908.95934097764,8.730262295925113,-6.690305959166387e+16,1.349244438814889,-6.690305959166387e+16,0.0
0.6889672954874924,0.6331085497828912,0.0342402824783935,-0.015995627587029517,0.19977036693491812,0.5171654789187472,0.6568711316116971,8103.263037894055,7.610814564161946,-5.9264519255053976e+16,0.22325707156082694,-5.9264519255053976e+16,0.0
0.7348838763198275,0.2290893745289051,0.3353521198778213,0.2795480949156912,-0.14958644095287532,0.02663395644115818,0.27408953645260326,6358.012581857701,3.680447433058961,-3.793117451035899e+16,0.5586197301192926,-3.793117451035899e+16,0.0
0.7742417912905681,0.5715395544641684,2.0491071028622803,-0.4746382624424212,0.14206948762581376,0.8661543805710696,-0.3163453664441249,2396.0611063031697,19.72060963412616,-7506214590564173.0,1.3641130154522156,-7506214590564172.0,0.0
0.7710356544088837,-0.48165795315637605,0.09316809014833638,0.2703783559243049,0.26078845788283556,0.6006036521117608,-0.8841889771053117,11638.168631186936,5.583448172491306,-5874100302619179.0,0.7840585637119314,-5874100302619178.0,0.0
-0.3744375819563568,-0.42538226779914967,0.3142115150090723,0.3103654336066672,0.32992602397905213,0.5971792203009338,0.6437776753526145,1534.0840542143833,4.90927049770164,-1640524750746828.2,1.1405289863005796,-1640524750746827.0,0.0
0.4274400946224626,-0.010493458451444004,0.2657040137242367,0.27135695256849124,0.4748829793110088,-0.8831333440817004,0.5669803541065082,2313.3182215874567,24.87733472596188,-1330011376914810.5,1.662368055850676,-1330011376914808.8,0.0
0.7333539996123597,0.3703745915130112,2.556505670627828,0.25150183296699613,0.013272143119855102,0.9324892171467563,-0.3389150490398525,929.6613466919205,23.505105940566192,-739515849812531.1,0.3534607814493332,-739515849812530.8,0.0
0.09583994437324783,-0.028540260928637595,1.086598846656579,0.2244231112814622,0.2973853490948633,-0.5463957432631006,-0.3242342843953707,4276.575896035553,0.28174398764293174,-572049132947835.4,0.7713659360061783,-572049132947834.6,0.0
0.7353313478770136,-0.08654421422507319,2.5852986108689073,0.3370239804767526,0.13445458608916544,-0.5458064123705382,0.30758399306685447,493.864864372815,27.00069192946416,-436893825981466.2,0.7334870628290199,-436893825981465.44,0.0
-0.5788522775332678,0.300660377741476,2.3366736282468645,-0.33357691770085407,0.1537817474907751,-0.33560671465652314,3.781848279915678e-05,191.37040088367954,11.270908106182969,-53515861509940.65,0.7547942789587049,-53515861509939.89,0.0
0.29823993642332436,-0.10190176261683348,1.078063203064886,-0.22504904798331204,0.09833309111046386,0.3208913228921757,0.3814706846872131,98.17678259249037,21.591604798724504,-17941557613755.715,0.34527721206911877,-17941557613755.37,0.0
